Link,Question,Follows,Answers
https://answers.yahoo.com/question/index?qid=20100622010730AAEQsnw,Should i learn guitar scales before learning chords?,0,15
https://answers.yahoo.com/question/index?qid=20120101030502AAQD2Hj,Should I have sex before marriage?,0,18
https://answers.yahoo.com/question/index?qid=20080327092115AA70fLP,Should your past matter to future relationships?,0,36
https://answers.yahoo.com/question/index?qid=20111127221219AAuGmGk,How long should you stay awake after a concussion?,0,1
https://answers.yahoo.com/question/index?qid=20080520072503AAVNVsr,Chicago Midway aiport fliers..how early should we arrive?,0,5
https://answers.yahoo.com/question/index?qid=20160628141952AAviI4n,,,
https://uk.answers.yahoo.com/question/index?qid=20160601101718AA2N7TG,Bossy friend has dumped me - should I be pleased?,1,19
https://answers.yahoo.com/question/index?qid=20160628215223AAzqjqe,What should you do when faced with writer's block?,0,2
https://answers.yahoo.com/question/index?qid=20160628161512AANdqvZ,Should self help guru Tony Robbins be charged for burning 30 people for walking on hot coals?,0,7
https://answers.yahoo.com/question/index?qid=20160628205259AAcPzBa,Should I put excess payment towards a higher loan balance with lower interest rate or lower loan balance with higher interest rate?,0,1
https://answers.yahoo.com/question/index?qid=20160628133359AAuLs0h,How much should i charge for this cake?,0,5
https://answers.yahoo.com/question/index?qid=20160628132128AAUyJm7,Could I become a kpop idol? For what companies should I audition for?,0,1
https://answers.yahoo.com/question/index?qid=20160628225650AALwl8W,"We don't need tighter borders, if anything, we should be loosening the borders up?",0,5
https://answers.yahoo.com/question/index?qid=20160628215330AAs25yA,WHO SHOULD I BELIEVE IN THIS SITUATION!?,0,-1
https://answers.yahoo.com/question/index?qid=20160628175438AA4Cl2E,"Should we just send some hardcore death squads into the ISIS strongholds of Mosul and Raqqa, and kill everything that moves there?",0,7
https://au.answers.yahoo.com/question/index?qid=20130728040300AA2zLwJ,How many hours should i spend on electronics?,0,2
https://au.answers.yahoo.com/question/index?qid=20160601203021AACoZ1a,"I'm hungry, what should I eat?",0,10
https://ph.answers.yahoo.com/question/index?qid=20160520082140AANfkoT,What camera I should buy?,0,14
https://ca.answers.yahoo.com/question/index?qid=20131123062715AAc9TcL,Should I unplug ps4 when I turn it off?,0,5
https://answers.yahoo.com/question/index?qid=20080208090729AAd3NVt,"Do you use ""it should also has"" or ""it should also have"" in sentence?",0,7
https://ca.answers.yahoo.com/question/index?qid=20160616121017AAve0sn,Should i commit sudoku?,0,3
https://au.answers.yahoo.com/question/index?qid=20160523052747AAOlr5D,Should I try a cigarette?,0,8
https://ca.answers.yahoo.com/question/index?qid=20160522042325AAiWZfC,"I was up all night, what time should I go to bed and what time should I wake up?",0,1
https://answers.yahoo.com/question/index?qid=20130715141157AALImfq,How often should restaurants clean bathrooms?,0,5
https://ph.answers.yahoo.com/question/index?qid=20160601090705AA3wX7C,Should I shave my legs?,2,24
https://ca.answers.yahoo.com/question/index?qid=20160615212044AAmRWX8,Should I take grade 11 chemistry?,0,1
https://au.answers.yahoo.com/question/index?qid=20160517201014AArmKPO,Should Donald Trump or Hillary Clinton be the next American president?,0,9
https://ca.answers.yahoo.com/question/index?qid=20130729105507AAso6Gq,Should I always pay for my girlfriend?,0,6
https://ca.answers.yahoo.com/question/index?qid=20160529114149AAQgr8O,What dog should i get?,0,7
https://ca.answers.yahoo.com/question/index?qid=20160523181029AAka8KH,Do you think Mo Williams should get more minutes over Matthew Dellavedova?,0,2
https://ca.answers.yahoo.com/question/index?qid=20160504174015AAjHZvd,What should I do?,0,7
https://ca.answers.yahoo.com/question/index?qid=20090820142426AATvSpW,Should you be able to see the tampon ?,0,11
https://ca.answers.yahoo.com/question/index?qid=20160418214600AAIDdac,,,
https://ca.answers.yahoo.com/question/index?qid=20160615120032AA46t9n,My stool is very dark (almost black) in color. When should I see a doctor?,0,4
https://ca.answers.yahoo.com/question/index?qid=20160612115913AABU6R8,Should I take a year off school and learn to develop mobile apps?,0,6
https://ca.answers.yahoo.com/question/index?qid=20130628140801AA2c0Ss,Who should have more authority in the economic affairs of a nation?,0,-1
https://answers.yahoo.com/question/index?qid=20130625223919AAd0HC2,Should I get the Xbox One or PS4?,2,10
https://ca.answers.yahoo.com/question/index?qid=20160602122124AAUc4eM,"Should a Female, Age 25, see a gynecologist even though she is still a virgin?",0,12
https://ca.answers.yahoo.com/question/index?qid=20160613135358AAJdc4N,Ramadan: Why should more than 1.6 billion peace loving Muslims have to apologize for something that they didn't do or were not part of?,1,17
https://au.answers.yahoo.com/question/index?qid=20130701061933AAecPf1,What order should my boot priorities be in BIOS?,0,2
https://ca.answers.yahoo.com/question/index?qid=20110227181742AAGjjNS,Should I get an Alaskan Husky or Malamute?,1,22
https://answers.yahoo.com/question/?qid=1006031504023,How high should a dart board be hung - and how far away does the player stand?,0,7
https://ca.answers.yahoo.com/question/index?qid=20160505072019AApcXI7,"Help with homework! With 10percent deflation, after one year you should be able to sell the building for...? and more?",0,1
https://ca.answers.yahoo.com/question/index?qid=20130606141545AAej88J,Should I learn to play the ukulele before I learn the guitar? (+ more questions)?,0,7
https://au.answers.yahoo.com/question/index?qid=20130621055253AAdBp8G,Should I upgrade from my Nikon D3100?,0,11
https://in.answers.yahoo.com/question/index?qid=20130620022913AAmMiBs,One should be satisfied with what they have or they should always want and strive for something more?,1,8
https://ca.answers.yahoo.com/question/index?qid=20071122160049AA3PASd,Science lab report- what should the analysis section include?,0,5
https://au.answers.yahoo.com/question/index?qid=20130713234037AAItZch,"Nearsighted glasses, Should I wear them all the time?",0,12
https://au.answers.yahoo.com/question/index?qid=20130122142129AAyIJx5,Should the date of Australia Day be changed from 26 January to be more inclusive?,7,25
https://ca.answers.yahoo.com/question/index?qid=20160606023502AAQHl8J,"When (if) Trump becomes Pres., should my country change its name to Trump America?",0,3
https://au.answers.yahoo.com/question/index?qid=20160511235850AAMwwQc,Should i wear my curly hair to school?,0,8
https://ca.answers.yahoo.com/question/index?qid=20160523061639AATRc0n,Why would this girl act like that ? How should I react ?,0,1
https://answers.yahoo.com/question/index?qid=20111009094242AAuOYIA,Why should Quebec stay with Canada?,0,7
https://ca.answers.yahoo.com/question/index?qid=20160521172135AAp9KTu,,,
https://ca.answers.yahoo.com/question/index?qid=20160612172507AArAdBw,"'i dropped a paint brush down my cold air duct return, should i be concerned?'?",0,2
https://ca.answers.yahoo.com/question/index?qid=20130513134359AA5S0eu,How deep should my arrow quiver be?,0,5
https://answers.yahoo.com/question/index?qid=20130513131658AAKhnfS,Should I kill paarthurnax in Skyrim?,0,7
https://au.answers.yahoo.com/question/index?qid=20110829193213AAD0Nf6,What age horse should I buy?,0,11
https://ca.answers.yahoo.com/question/index?qid=20160611132817AAzsTQ3,,,
https://ca.answers.yahoo.com/question/index?qid=20160605234846AAAPsdj,"Do you believe someone who is in so much mental agony, should have the right to die?",0,3
https://ca.answers.yahoo.com/question/index?qid=20160525085451AAjikmT,As a Conservative should I vote for Hillary Clinton or Bernie Sanders?,0,19
https://ca.answers.yahoo.com/question/index?qid=20160416115349AArgp0d,"Should all american women be sterilized, and so-called 'men' have their tubes tied, in order to prevent any further american births?",0,13
https://ca.answers.yahoo.com/question/index?qid=20130309144752AAHdSaF,Calculate the volume of NaOH that should neutralize the KHP sample.?,0,1
https://ca.answers.yahoo.com/question/index?qid=20160320084917AAI9Clu,Should I get breast implants?,1,52
https://au.answers.yahoo.com/question/index?qid=20160505023840AARjRl8,What should be done if a gas leak just happens when a pipeline is hit by heavy machinery? How should this matter be treated by people?,0,7
https://au.answers.yahoo.com/question/index?qid=20091231225300AA8njc5,What age should you start getting into the  modeling business?,0,7
https://ca.answers.yahoo.com/question/index?qid=20121227180822AAgvQKJ,How often should a mini split heat pump go into defrost mode?,0,3
https://au.answers.yahoo.com/question/index?qid=20110515171448AA7lHRX,Should I get another dog to keep my cocker spaniel company?,0,8
https://answers.yahoo.com/question/index?qid=20090509223530AAJpDuc,How long should you keep contact lenses on when you barely get them?,0,4
https://au.answers.yahoo.com/question/index?qid=20100611164709AAhLbEI,Should pregnant women buy baby formula before child is born?,0,10
https://answers.yahoo.com/question/index?qid=20060614201032AAUdKuH,Should you ride a bicycle with or against traffic?,1,33
https://answers.yahoo.com/question/index?qid=20070831175113AA0QAUU,How often should I clean completely cats litter box?,2,12
https://answers.yahoo.com/question/index?qid=20090407162809AAMkU95,"How often should I take breaks when studying, and how long should they last?",2,15
https://au.answers.yahoo.com/question/index?qid=20090423012706AAC94WS,What shade should your concealer be? should it be lighter or darker than the foundation?,0,9
https://answers.yahoo.com/question/index?qid=20100905140224AAI9iOW,Should I bathe my cat before applying Advantage?,0,12
https://answers.yahoo.com/question/index?qid=20160628233823AAfvYdt,One part of my gum is swollen almost over a tooth; what should I do?,0,1
https://answers.yahoo.com/question/index?qid=20160628171316AA31OTn,Did you know the guy who put SV40 cancer viruses in polio vaccines was a Jew? Should anybody trust doctors especially Jewish doctors?,0,2
https://answers.yahoo.com/question/index?qid=20160628141512AAb7DwN,,,
https://answers.yahoo.com/question/index?qid=20160628160328AAGBYNj,How can I earn more playing time on my Basketball team?,0,2
https://answers.yahoo.com/question/index?qid=20160628203510AAZKf9K,Are my measurements correct?,0,-1
https://answers.yahoo.com/question/index?qid=20160628223540AAcF9SP,Piercing crust after i clean it?,0,2
https://answers.yahoo.com/question/index?qid=20160628141836AA2bRqR,I saw some bugs i m scared can t go to sleep?,0,1
https://answers.yahoo.com/question/index?qid=20160628232608AAqFsZB,Can I add a school to my FAFSA?,0,-1
https://answers.yahoo.com/question/index?qid=20160628224045AAIrN0V,My.boyfriend broke up with me because he thought I was cheating on him.?,0,5
https://answers.yahoo.com/question/index?qid=20160628143001AA70wpQ,Why does Wing Chun not teach you to fight of multiple attackers like aikido?,0,1
https://answers.yahoo.com/question/?qid=20070614115139AASA3oZ,Which side should cufflinks face?,1,4
https://ca.answers.yahoo.com/question/index?qid=20060922060132AAhsJLW,How often should microwave ovens be replaced?,0,11
https://au.answers.yahoo.com/question/index?qid=20070404071343AA75MaB,"Should I have my tooth extracted or have a root canal done, it's my last molar and there is severe decay to it",1,9
https://nz.answers.yahoo.com/question/index?qid=20070829091439AA5jWA6,Should I bathe my hedgehog?,0,6
https://answers.yahoo.com/question/index?qid=20060617164752AAr78ff,"Should one write ""China"" or ""Chinese"" for nationality when filling a form?",0,13
https://in.answers.yahoo.com/question/index?qid=20080409013759AAnWnzg,How should a blind man express himself ??,1,28
https://au.answers.yahoo.com/question/index?qid=20060808004126AAurJOp,Should we take care of our environment?,0,17
https://answers.yahoo.com/question/index?qid=20070524224134AAwdFV4,On which wrist should a man wear a watch?,1,20
https://answers.yahoo.com/question/index?qid=20070524224056AAbtkiJ,On which wrist should a man wear a watch?,0,19
https://answers.yahoo.com/question/index?qid=20060709230712AAlcPpw,How long should I exercise daily?,0,10
https://answers.yahoo.com/question/index?qid=20160628174217AAKzxdF,Yahoo should be my home page?,0,1
https://answers.yahoo.com/question/index?qid=20160628145444AA4TBZP,Should I take the shift supervisor position at Panera bread or associate position at sheetz?,0,3
https://answers.yahoo.com/question/index?qid=20160628135054AAaw8dO,Should i ask for her number?,0,-1
https://answers.yahoo.com/question/index?qid=20060708161442AASeKNL,Should you pop a blister or leave it alone? If you can pop a blister how do you go about doing it safely?,10,12
https://answers.yahoo.com/question/index?qid=20160628164134AA6V3V0,Iam a dude.Should I be ashamed of having apprehension of fighting a dude that grabbed my ***.I will fight but there's a little apprehension?,0,1
https://answers.yahoo.com/question/index?qid=20160628210025AAXQaqt,"Why did Donald Trump think the internet should, or even could be ""shut down""?",0,7
https://answers.yahoo.com/question/index?qid=20160628205900AASH93w,Should I go to the ER? Head injury question?,0,1
https://answers.yahoo.com/question/index?qid=20160628183431AA8ZisA,Steam Summer Sale - what should I get?,0,2
https://answers.yahoo.com/question/index?qid=20160628163456AALhgRz,Should America look for a closer association with Mexico including open borders?,0,5
https://uk.answers.yahoo.com/question/index?qid=20160526124053AAY6L4A,Should all Holocaust denial laws be repealed in Europe?,1,32
https://answers.yahoo.com/question/index?qid=20160628163456AALhgRz,Should America look for a closer association with Mexico including open borders?,0,5
https://uk.answers.yahoo.com/question/index?qid=20160526124053AAY6L4A,Should all Holocaust denial laws be repealed in Europe?,1,32
https://answers.yahoo.com/question/index?qid=20160628160825AAQH3uH,First date with this girl I met two weeks ago... Should I ask her where she wants to go? Where should I take her? I want to be different lol?,0,2
https://answers.yahoo.com/question/index?qid=20160628105000AADBh81,My cousin keeps stealing from me.. What should I do.?,0,3
https://uk.answers.yahoo.com/question/index?qid=20160601101718AA2N7TG,Bossy friend has dumped me - should I be pleased?,1,19
https://answers.yahoo.com/question/index?qid=20160628161922AAjAhAQ,Should I confront him?,0,3
https://answers.yahoo.com/question/index?qid=20160628161512AANdqvZ,Should self help guru Tony Robbins be charged for burning 30 people for walking on hot coals?,0,7
https://answers.yahoo.com/question/index?qid=20160628132128AAUyJm7,Could I become a kpop idol? For what companies should I audition for?,0,1
https://answers.yahoo.com/question/index?qid=20160628175438AA4Cl2E,"Should we just send some hardcore death squads into the ISIS strongholds of Mosul and Raqqa, and kill everything that moves there?",0,7
https://answers.yahoo.com/question/index?qid=20160628140946AA3x5aQ,Should there be scholarships based on your skin color?,0,12
https://answers.yahoo.com/question/index?qid=20101202131233AAsJieW,What volume should dilute 125 mL of 8.00 M CuCl2 solution so that 50.0 mL diluted solution cotians 4.67g CuCl2?,0,1
https://uk.answers.yahoo.com/question/index?qid=20070820085353AAMniLx,How often should a dog poo?,0,27
https://answers.yahoo.com/question/index?qid=20160628185901AASWuda,Why does fandango still charge me when my promo code should cover all expenses?,0,-1
https://answers.yahoo.com/question/index?qid=20160628184337AANU4iK,How much should you tip a waiter at a restaurant?,0,4
https://answers.yahoo.com/question/index?qid=20160628183147AAFLolZ,What should be my next hairstyle?,0,2
https://answers.yahoo.com/question/index?qid=20160628161544AARC2mj,Should courts order religious nuts and homophobes to get abortions?,0,5
https://uk.answers.yahoo.com/question/index?qid=20160527081351AAnxnyL,Do you think Ukraine should of won Eurovision?,0,27
https://answers.yahoo.com/question/index?qid=20160628154129AACvW3t,Should I apologize to my father?,0,4
https://answers.yahoo.com/question/index?qid=20160628202442AAtU3UU,Should I tell an adult about my friend s self harm problem?,0,1
https://uk.answers.yahoo.com/question/index?qid=20160608123143AAF9e48,Should the title ''prince of Wales'' be disbanded?,0,20
https://answers.yahoo.com/question/index?qid=20131104171628AA5Yqqv,"Are glass pans nonstick, or should I coat it with cooking spray?",0,5
https://ca.answers.yahoo.com/question/index?qid=20150730054758AA3bPUY,"Hey, should I buy the PS4 now or wait for the PS5? I heard that PS4's tech is outdated and the PS5 will come out in 2017.?",0,10
https://answers.yahoo.com/question/index?qid=20150108055835AAV1NT0,How hot should my hydronic (hot water) heating baseboards get?,0,2
https://answers.yahoo.com/question/?qid=1006052115447,"Should I paint, roof or re-gutter the house first?",0,20
https://ca.answers.yahoo.com/question/index?qid=20150708205312AAiZTfh,I'm questioning my sexuality. Should I tell my parents?,1,13
https://ca.answers.yahoo.com/question/index?qid=20140717193755AA908Pn,How Much should a 14 year old weigh/deadlift?,0,4
https://answers.yahoo.com/question/index?qid=20140419174910AArJtZL,Game of thrones: Should I read the book or watch the TV series?,0,11
https://ca.answers.yahoo.com/question/index?qid=20140119105417AABJV7V,How much air pressure should I have in my tires for my truck?,0,5
https://answers.yahoo.com/question/index?qid=1006053003263,Should you feel guilty if you had a one night stand with a stranger. Should your spouse know it.?,0,26
https://answers.yahoo.com/question/index?qid=1006032613486,What are some reasons that School Uniforms should be abolished?,0,21
https://in.answers.yahoo.com/question/index?qid=20140112095906AASPDqj,Should Indian Railways be Privatised?,0,7
https://au.answers.yahoo.com/question/index?qid=20160111214929AAMALxc,Should I join MGTOW?,1,12
https://ca.answers.yahoo.com/question/index?qid=20131009233243AA3CCvP,Canadians: Do you believe that the death penalty should be reinstated?,1,22
https://answers.yahoo.com/question/index?qid=20140125145747AAMQvG7,Should I be upset/mad my boyfriend watches porn?,0,14
https://answers.yahoo.com/question/index?qid=20090921224044AAVqjRu,"When dying my hair, should I start with it wet or dry?",0,7
https://answers.yahoo.com/question/index?qid=1006010300911,Handkerchief with monogrammed initial - Should the initial be from the first or last name?,1,8
https://au.answers.yahoo.com/question/index?qid=20140113194927AA3NfQD,Should i play arkham origins before arkham asylum?,0,4
https://ca.answers.yahoo.com/question/index?qid=20150914175828AAafetV,Should I get the 2015 Audi A3 with Quattro or Front Wheel Drive?,0,6
https://au.answers.yahoo.com/question/index?qid=20160117020052AADIk8a,What are some reasons why you should be proud to be Asian?,0,8
https://answers.yahoo.com/question/?qid=1006020601968,Should urine be more acidic or alkaline in order to prevent Urinary Tract Infections?,0,4
https://au.answers.yahoo.com/question/index?qid=20150612041936AARDfKW,Should I tell my boss I'm getting a new tattoo?,0,10
https://au.answers.yahoo.com/question/index?qid=20150515202712AAreLU0,When should I watch The last : Naruto the movie ?,0,4
https://ca.answers.yahoo.com/question/index?qid=20130917062040AAqDroI,Why should income be equal?,0,16
https://ca.answers.yahoo.com/question/index?qid=20140228145220AAyHv2d,How often should I upload video's to YouTube?,0,4
https://answers.yahoo.com/question/index?qid=1006041028632,How much water should I drink when taking creatine weighing 150lbs.?,0,12
https://ca.answers.yahoo.com/question/index?qid=20130917235421AABfawP,How much should I bring with me CASH on my Southeast Asia trip for one to two months?,1,6
https://answers.yahoo.com/question/index?qid=1006010301712,What should you eat/drink when you throw up?,3,9
https://ca.answers.yahoo.com/question/index?qid=20140113203042AAILdhc,How often should you wash your hair?,0,15
https://answers.yahoo.com/question/?qid=1005120800901,Which branch of the military should I join?,11,4
https://answers.yahoo.com/question/index?qid=20151206171815AAMMZMC,What are some reasons why the government should protect workers from unfair and unsafe jobs?,0,2
https://answers.yahoo.com/question/index?qid=20150607235348AAUCvPg,Should I upgrade to Windows 10?,0,11
https://answers.yahoo.com/question/index?qid=20140420080317AAuV8Fa,Laying new sod - should I compact soil before?,0,5
https://answers.yahoo.com/question/index?qid=20140218105419AAKZxI1,At what age should little children start wearing dangle earrings?,0,8
https://ca.answers.yahoo.com/question/index?qid=20160609102425AAdFGUw,What should I do?,0,3
https://answers.yahoo.com/question/index?qid=1006053129901,Should I bring a gift to a friend's high school graduation party?,0,11
https://in.answers.yahoo.com/question/index?qid=20140228034702AAri90S,"Dell or HP, which laptop should I buy?",0,11
https://au.answers.yahoo.com/question/index?qid=20160509220401AAQrW2v,What should I do if my husband talks badly behind my back?,0,8
https://au.answers.yahoo.com/question/index?qid=20080920160828AACZ2uw,Why should gangs be banned?,0,9
https://ca.answers.yahoo.com/question/index?qid=20140113132711AA5FOgP,Reasons why women should not have equal rights as men.?,0,2
https://answers.yahoo.com/question/index?qid=20091123225915AAPv00c,How should singing correctly feel?,0,3
https://answers.yahoo.com/question/index?qid=1006052907878,10 reasons why mothers should not work?,0,14
https://answers.yahoo.com/question/index?qid=1006031607357,What should my temperature be if I'm healthy and what is considered a fever or unhealthy?,1,6
https://ca.answers.yahoo.com/question/index?qid=20131210205320AAliybQ,If I'm hungry at night should I eat or ignore the hunger?,1,14
https://au.answers.yahoo.com/question/index?qid=20130809033550AANqq2r,"What tv show should I watch, I'm 15 year old girl?",1,14
https://au.answers.yahoo.com/question/index?qid=20060807100154AAuyefI,Should i give my 3 month old labrador puppy bones to chew?,0,62
https://ca.answers.yahoo.com/question/index?qid=20160203050238AAM5124,League of legends should i buy Jhin for 7800 or save up?,0,2
https://ca.answers.yahoo.com/question/index?qid=20160113215351AArkA6C,Should I tell the girl I talk to that I have Autism?,0,3
https://ca.answers.yahoo.com/question/index?qid=20140610095250AAUQ4nx,How long should a married man expect to go without sex in marriage?.?,2,27
https://in.answers.yahoo.com/question/index?qid=20140105151026AAxQsQb,Should I send nude pictures?,1,23
https://ca.answers.yahoo.com/question/index?qid=20160520213117AA4Adtp,What should I say when my cute son does this?,0,3
https://answers.yahoo.com/question/index?qid=20060716203232AAjozgN,Which is the correct way the pillow should face?,0,15
https://answers.yahoo.com/question/index?qid=20080306005720AACcChK,"""Ah, but a man's reach should exceed his grasp"".?",3,7
https://answers.yahoo.com/question/?qid=20080530185350AAgZcT5,"How long, exactly, should you warm up before singing?",88,-1
https://answers.yahoo.com/question/index?qid=20100802083109AAn5M2Q,How can I make my penis grow bigger. What foods should I eat?,8,-1
https://answers.yahoo.com/question/?qid=20060623195345AAa9NFL,What time of the day or night should I take my Norvasc tablet (5 mg) for maintainenance of blood pressure?,2,15
https://answers.yahoo.com/question/index?qid=20080307014511AAEQD7V,How long should one paragraph be?,0,13
https://answers.yahoo.com/question/index?qid=20060705110655AAQJZis,How long should I wait to start another relationship? I just broke off a 3 year relationship.?,1,12
https://answers.yahoo.com/question/index?qid=20091112203356AA9mnTa,Should my buttermilk be lumpy?,0,6
https://au.answers.yahoo.com/question/index?qid=20120923161552AACSUIp,What should my instagram username be?,0,7
https://ca.answers.yahoo.com/question/index?qid=20080215062225AAhKJac,What shots should you get before going to Cuba? And is Twinrix good enough?,0,8
https://answers.yahoo.com/question/index?qid=20100802084437AAEixwf,Should I justify my cover letter?,1,2
https://au.answers.yahoo.com/question/index?qid=20100723074700AAJGCyK,How do you know if you should be admitted to a mental hospital (inpatient or outpatient)?,0,5
https://au.answers.yahoo.com/question/index?qid=20070719171425AAsXirQ,SIX FLAGS- What exactly should i take n wear?,1,8
https://nz.answers.yahoo.com/question/index?qid=20090314175642AA76T8c,How much water should my 10 month old be drinking?,1,2
https://ca.answers.yahoo.com/question/index?qid=20110521190937AAE9pFP,Should i leave my gambling addcited husband?,0,7
https://answers.yahoo.com/question/index?qid=20060811152848AAqjaqh,How long should i walk and how many days a week in order to lose weight?,0,13
https://answers.yahoo.com/question/index?qid=20090111160824AAJUuro,Should I eat every 2 or 3 hours?,5,37
https://answers.yahoo.com/question/?qid=20081220040505AAMI4Xe,How fast should my internet connection speed be to play PS3 online?,0,-1
https://answers.yahoo.com/question/index?qid=20090131135802AAfe1Vy,Should this be capitalized?,0,4
https://answers.yahoo.com/question/?qid=20100422200801AAsWXIB,Should i read The Iliad or The Odyssey first?,0,8
https://ca.answers.yahoo.com/question/index?qid=20110514200040AA4mgaO,"Should I tell my husband I was molested as a child, or stick to my plan of pretending it never happened?",0,10
https://ca.answers.yahoo.com/question/index?qid=20101001094949AAkwqgJ,What colour should a puppies tongue and gums be?,0,8
https://answers.yahoo.com/question/index?qid=20081125141731AAHFPpG,What Should A 11 year old girl ask for christmas?,1,18
https://ph.answers.yahoo.com/question/index?qid=20111004171047AAPGfQg,Should i keep my Leopard Geckos heat lamp on all day and night?,0,4
https://ca.answers.yahoo.com/question/index?qid=20110811105558AAxSxx2,Should you put on moisturizer right after a shower?,0,4
https://ca.answers.yahoo.com/question/index?qid=20120708235236AAX5Ptu,Should I tell my parents I'm adopted?,2,14
https://answers.yahoo.com/question/index?qid=20060725174043AANuyud,Car Accident: Should I talk to the other guys insurance company if they call up for info about accident?,0,18
https://answers.yahoo.com/question/?qid=20110216131436AAoO5q8,"Should I move to Atlanta to start a new life, how's life there?",5,13
https://answers.yahoo.com/question/index?qid=20060726112836AAeImnE,Should the ceramic tile throughout my house match?,0,6
https://answers.yahoo.com/question/?qid=20060620123842AACrdww,What should I charge for painting services?,0,-1
https://au.answers.yahoo.com/question/index?qid=20120128032939AAJF2BV,Should i let my 11 year old watch the saw movies?,0,16
https://ph.answers.yahoo.com/question/index?qid=20100309004119AAJPbdn,Why should banned china products?,0,9
https://au.answers.yahoo.com/question/index?qid=20110823200835AAM75ws,Should I desex my male german shepherd puppy?,1,7
https://answers.yahoo.com/question/index?qid=20111216132643AAKvwR1,How much should my bearded dragon eat?,0,12
https://answers.yahoo.com/question/index?qid=20071022064149AAtcfjc,Should we remove baseboards before painting walls?,1,14
https://answers.yahoo.com/question/index?qid=20060607161852AAInjRe,How much money should one bring to Disney World for 5 days?,0,18
https://answers.yahoo.com/question/index?qid=20090526135441AA0xP2j,How many times a day should a teenage girl take a bath?,0,10
https://ca.answers.yahoo.com/question/index?qid=20101116175218AAL6RRf,How many cans of Fancy Feast should my cat eat?,1,16
https://au.answers.yahoo.com/question/index?qid=20100709223736AAD1xNm,Should I wash my makeup brushes before using them?,1,9
https://answers.yahoo.com/question/?qid=20060623144710AAz7JUH,How much should a 3-4 week old orphaned kitten drink? When can they start eating canned food?,2,11
https://answers.yahoo.com/question/index?qid=20060615110508AAsUfkF,How much sleep should a 12  year old girl need?,0,10
https://ca.answers.yahoo.com/question/index?qid=20120421213711AARZhaI,How long should i keep tapers in my ears before switching to plugs / gauges / tunnels?,0,3
https://answers.yahoo.com/question/index?qid=20080213092101AAfrc8g,How should your throat/vocal cords feel when you are singing correctly?,2,2
https://au.answers.yahoo.com/question/index?qid=20081205170236AAM6lme,How tight should mouthguards fit?,0,4
https://answers.yahoo.com/question/?qid=20090309111853AA3nN7m,Should the man pay for EVERYTHING in a relationship?,3,33
https://answers.yahoo.com/question/index?qid=20090324012741AASCeVG,Should pesto be served warm or room temp?,0,6
https://answers.yahoo.com/question/index?qid=20060610195201AAgytsB,How often should you put fuel injector cleaner in your car?,1,6
https://au.answers.yahoo.com/question/index?qid=20100729042024AAXM2ne,How often should i change the sand for a bearded dragon?,0,6
https://answers.yahoo.com/question/index?qid=20090820130114AAwuaVB,How much protein should I eat to gain muscle?,0,10
https://answers.yahoo.com/question/?qid=20060804084319AABrtwW,How long in advance should you register for wedding gifts?,0,13
https://au.answers.yahoo.com/question/index?qid=20120501023817AA5FDRD,Should I brush my curly hair?,2,4
https://au.answers.yahoo.com/question/index?qid=20101006064313AAh0K9P,Should you buy friends birthday presents if they won't return the favour?,1,5
https://in.answers.yahoo.com/question/index?qid=20090825114326AA3jf64,Why we should protect animals? If they extinct is there any harm to human beings?,0,10
https://au.answers.yahoo.com/question/index?qid=20080611022558AA6Ihm3,How much money should I take to Germany for a 1 week holiday?,6,10
https://au.answers.yahoo.com/question/index?qid=20120923161552AACSUIp,What should my instagram username be?,0,7
https://answers.yahoo.com/question/index?qid=20080428132145AA6jBoQ,How many times a day should i eat to lose weight?,2,50
https://in.answers.yahoo.com/question/index?qid=20091008072844AAQLIz0,Why should the use of polythene be banned?,0,7
https://au.answers.yahoo.com/question/index?qid=20090515095928AAFxQqm,What should your cervix feel like at 30 weeks pregnant?,0,3
https://au.answers.yahoo.com/question/index?qid=20090612140900AAyfsYi,Should i let my female siberian husky breed?,0,10
https://in.answers.yahoo.com/question/index?qid=20070112135510AAD7SB8,What should we do to free our planet from terrorism?,4373,31269
